--------------------------------------
tag channel= 293, eff=  0.595766
Eg=181.21-183.59 W=1104.7-1106.7
Eg=182.40+/-1.19  W=1105.73+/-1.01
cos  degrees  DXS  eDXS  eDXS
 -0.95 161.81  0.8341  0.0094  0.0094
 -0.85 148.21  0.8609  0.0095  0.0095
 -0.75 138.59  0.8782  0.0096  0.0096
 -0.65 130.54  0.9105  0.0096  0.0096
 -0.55 123.37  0.9119  0.0097  0.0097
 -0.45 116.74  0.9371  0.0099  0.0099
 -0.35 110.49  0.9661  0.0101  0.0101
 -0.25 104.48  0.9530  0.0100  0.0100
 -0.15 98.63  0.9348  0.0101  0.0101
 -0.05 92.87  0.9127  0.0102  0.0102
  0.05 87.13  0.9026  0.0103  0.0103
  0.15 81.37  0.8699  0.0104  0.0104
  0.25 75.52  0.8176  0.0106  0.0106
  0.35 69.51  0.7875  0.0106  0.0106
  0.45 63.26  0.7276  0.0109  0.0109
  0.55 56.63  0.7044  0.0110  0.0110
  0.65 49.46  0.6466  0.0111  0.0111
  0.75 41.41  0.5870  0.0109  0.0109
  0.85 31.79  0.5189  0.0102  0.0102
  0.95 18.19  0.4363  0.0091  0.0091
TXS=10.109+/-0.029 ub
--------------------------------------
tag channel= 292, eff=  0.596979
Eg=183.60-185.98 W=1106.7-1108.8
Eg=184.79+/-1.19  W=1107.76+/-1.01
cos  degrees  DXS  eDXS  eDXS
 -0.95 161.81  0.9388  0.0100  0.0100
 -0.85 148.21  0.9537  0.0100  0.0100
 -0.75 138.59  0.9868  0.0101  0.0101
 -0.65 130.54 1.0206  0.0103  0.0103
 -0.55 123.37 1.0398  0.0105  0.0105
 -0.45 116.74 1.0640  0.0105  0.0105
 -0.35 110.49 1.0599  0.0107  0.0107
 -0.25 104.48 1.0608  0.0108  0.0108
 -0.15 98.63 1.0477  0.0108  0.0108
 -0.05 92.87 1.0527  0.0108  0.0108
  0.05 87.13  0.9972  0.0110  0.0110
  0.15 81.37  0.9823  0.0110  0.0110
  0.25 75.52  0.9189  0.0112  0.0112
  0.35 69.51  0.8794  0.0114  0.0114
  0.45 63.26  0.8161  0.0118  0.0118
  0.55 56.63  0.8037  0.0117  0.0117
  0.65 49.46  0.7147  0.0120  0.0120
  0.75 41.41  0.6428  0.0118  0.0118
  0.85 31.79  0.5738  0.0112  0.0112
  0.95 18.19  0.4869  0.0099  0.0099
TXS=11.330+/-0.031 ub
--------------------------------------
tag channel= 291, eff=  0.592093
Eg=185.97-188.36 W=1108.8-1110.8
Eg=187.16+/-1.20  W=1109.76+/-1.01
cos  degrees  DXS  eDXS  eDXS
 -0.95 161.81 1.0269  0.0115  0.0115
 -0.85 148.21 1.0720  0.0116  0.0116
 -0.75 138.59 1.0949  0.0117  0.0117
 -0.65 130.54 1.1209  0.0118  0.0118
 -0.55 123.37 1.1444  0.0122  0.0122
 -0.45 116.74 1.1677  0.0121  0.0121
 -0.35 110.49 1.1788  0.0122  0.0122
 -0.25 104.48 1.1798  0.0124  0.0124
 -0.15 98.63 1.1852  0.0125  0.0125
 -0.05 92.87 1.1861  0.0126  0.0126
  0.05 87.13 1.1532  0.0126  0.0126
  0.15 81.37 1.1246  0.0130  0.0130
  0.25 75.52 1.0613  0.0129  0.0129
  0.35 69.51 1.0052  0.0132  0.0132
  0.45 63.26  0.9552  0.0134  0.0134
  0.55 56.63  0.8379  0.0138  0.0138
  0.65 49.46  0.8221  0.0137  0.0137
  0.75 41.41  0.7489  0.0137  0.0137
  0.85 31.79  0.6530  0.0129  0.0129
  0.95 18.19  0.5332  0.0117  0.0117
TXS=12.718+/-0.035 ub
--------------------------------------
tag channel= 290, eff=  0.571440
Eg=188.38-190.77 W=1110.8-1112.8
Eg=189.57+/-1.20  W=1111.80+/-1.01
cos  degrees  DXS  eDXS  eDXS
 -0.95 161.81 1.1318  0.0133  0.0133
 -0.85 148.21 1.1777  0.0133  0.0133
 -0.75 138.59 1.2084  0.0136  0.0136
 -0.65 130.54 1.2733  0.0138  0.0138
 -0.55 123.37 1.3210  0.0140  0.0140
 -0.45 116.74 1.3328  0.0143  0.0143
 -0.35 110.49 1.3605  0.0142  0.0142
 -0.25 104.48 1.3456  0.0144  0.0144
 -0.15 98.63 1.3218  0.0146  0.0146
 -0.05 92.87 1.3128  0.0148  0.0148
  0.05 87.13 1.2858  0.0149  0.0149
  0.15 81.37 1.2401  0.0150  0.0150
  0.25 75.52 1.1580  0.0152  0.0152
  0.35 69.51 1.1537  0.0157  0.0157
  0.45 63.26 1.0887  0.0159  0.0159
  0.55 56.63 1.0102  0.0160  0.0160
  0.65 49.46  0.9160  0.0166  0.0166
  0.75 41.41  0.7959  0.0165  0.0165
  0.85 31.79  0.7307  0.0150  0.0150
  0.95 18.19  0.5991  0.0137  0.0137
TXS=14.296+/-0.042 ub
--------------------------------------
tag channel= 289, eff=  0.549256
Eg=190.75-193.14 W=1112.8-1114.8
Eg=191.94+/-1.20  W=1113.80+/-1.01
cos  degrees  DXS  eDXS  eDXS
 -0.95 161.81 1.2214  0.0129  0.0129
 -0.85 148.21 1.2956  0.0132  0.0132
 -0.75 138.59 1.3373  0.0133  0.0133
 -0.65 130.54 1.3783  0.0135  0.0135
 -0.55 123.37 1.4244  0.0138  0.0138
 -0.45 116.74 1.4911  0.0140  0.0140
 -0.35 110.49 1.4711  0.0140  0.0140
 -0.25 104.48 1.4888  0.0143  0.0143
 -0.15 98.63 1.4654  0.0141  0.0141
 -0.05 92.87 1.4308  0.0143  0.0143
  0.05 87.13 1.4191  0.0145  0.0145
  0.15 81.37 1.3936  0.0147  0.0147
  0.25 75.52 1.3264  0.0145  0.0145
  0.35 69.51 1.2840  0.0150  0.0150
  0.45 63.26 1.1986  0.0152  0.0152
  0.55 56.63 1.0873  0.0154  0.0154
  0.65 49.46 1.0038  0.0159  0.0159
  0.75 41.41  0.8838  0.0154  0.0154
  0.85 31.79  0.7955  0.0145  0.0145
  0.95 18.19  0.6680  0.0128  0.0128
TXS=15.740+/-0.040 ub
--------------------------------------
tag channel= 288, eff=  0.520552
Eg=193.15-195.55 W=1114.8-1116.8
Eg=194.35+/-1.20  W=1115.82+/-1.01
cos  degrees  DXS  eDXS  eDXS
 -0.95 161.81 1.3230  0.0186  0.0186
 -0.85 148.21 1.4018  0.0191  0.0191
 -0.75 138.59 1.4587  0.0194  0.0194
 -0.65 130.54 1.5216  0.0196  0.0196
 -0.55 123.37 1.5420  0.0195  0.0195
 -0.45 116.74 1.5860  0.0199  0.0199
 -0.35 110.49 1.6328  0.0202  0.0202
 -0.25 104.48 1.6160  0.0203  0.0203
 -0.15 98.63 1.6271  0.0207  0.0207
 -0.05 92.87 1.6182  0.0205  0.0205
  0.05 87.13 1.5443  0.0214  0.0214
  0.15 81.37 1.5776  0.0212  0.0212
  0.25 75.52 1.4959  0.0210  0.0210
  0.35 69.51 1.3924  0.0223  0.0223
  0.45 63.26 1.3227  0.0225  0.0225
  0.55 56.63 1.1957  0.0232  0.0232
  0.65 49.46 1.0859  0.0241  0.0241
  0.75 41.41 1.0510  0.0235  0.0235
  0.85 31.79  0.8586  0.0227  0.0227
  0.95 18.19  0.7259  0.0197  0.0197
TXS=17.319+/-0.059 ub
--------------------------------------
tag channel= 287, eff=  0.477642
Eg=195.55-197.95 W=1116.8-1118.8
Eg=196.75+/-1.20  W=1117.84+/-1.01
cos  degrees  DXS  eDXS  eDXS
 -0.95 161.81 1.4148  0.0166  0.0166
 -0.85 148.21 1.5444  0.0168  0.0168
 -0.75 138.59 1.5718  0.0172  0.0172
 -0.65 130.54 1.6399  0.0173  0.0173
 -0.55 123.37 1.6948  0.0173  0.0173
 -0.45 116.74 1.7169  0.0177  0.0177
 -0.35 110.49 1.7729  0.0178  0.0178
 -0.25 104.48 1.8034  0.0181  0.0181
 -0.15 98.63 1.7822  0.0180  0.0180
 -0.05 92.87 1.7643  0.0184  0.0184
  0.05 87.13 1.7259  0.0190  0.0190
  0.15 81.37 1.6985  0.0187  0.0187
  0.25 75.52 1.6057  0.0190  0.0190
  0.35 69.51 1.5600  0.0189  0.0189
  0.45 63.26 1.4428  0.0201  0.0201
  0.55 56.63 1.3185  0.0203  0.0203
  0.65 49.46 1.2397  0.0206  0.0206
  0.75 41.41 1.0615  0.0208  0.0208
  0.85 31.79  0.9524  0.0200  0.0200
  0.95 18.19  0.8014  0.0174  0.0174
TXS=18.910+/-0.052 ub
--------------------------------------
tag channel= 286, eff=  0.434513
Eg=197.96-200.37 W=1118.9-1120.9
Eg=199.16+/-1.20  W=1119.86+/-1.01
cos  degrees  DXS  eDXS  eDXS
 -0.95 161.81 1.5227  0.0194  0.0194
 -0.85 148.21 1.6453  0.0198  0.0198
 -0.75 138.59 1.7705  0.0202  0.0202
 -0.65 130.54 1.7699  0.0201  0.0201
 -0.55 123.37 1.8976  0.0202  0.0202
 -0.45 116.74 1.9346  0.0208  0.0208
 -0.35 110.49 1.9475  0.0210  0.0210
 -0.25 104.48 1.9443  0.0213  0.0213
 -0.15 98.63 1.9802  0.0212  0.0212
 -0.05 92.87 1.9646  0.0218  0.0218
  0.05 87.13 1.9518  0.0222  0.0222
  0.15 81.37 1.8873  0.0225  0.0225
  0.25 75.52 1.7693  0.0223  0.0223
  0.35 69.51 1.6859  0.0227  0.0227
  0.45 63.26 1.6317  0.0236  0.0236
  0.55 56.63 1.5016  0.0237  0.0237
  0.65 49.46 1.3497  0.0247  0.0247
  0.75 41.41 1.2289  0.0248  0.0248
  0.85 31.79 1.0411  0.0234  0.0234
  0.95 18.19  0.8847  0.0217  0.0217
TXS=20.918+/-0.062 ub
--------------------------------------
tag channel= 285, eff=  0.389320
Eg=200.37-202.76 W=1120.9-1122.9
Eg=201.57+/-1.19  W=1121.88+/-1.00
cos  degrees  DXS  eDXS  eDXS
